ROOT	WORD	SEGMENTATION	ANALYSIS	FREQ
суралцагч	суралцагчтай	суралцагч-тай	N-COM;SG	122
суралцагч	суралцагчаа	суралцагч-аа	N-VOC;SG	21
угж	угжийг	угж-ийг	N-ACC;SG	9
угж	угжаар	угж-аар	N-INS;SG	43
угж	угжтай	угж-тай	N-COM;SG	13
угж	угжаа	угж-аа	N-VOC;SG	6
тэрслэгч	тэрслэгчийн	тэрслэгч-ийн	N-GEN;SG	1
тэрслэгч	тэрслэгчийг	тэрслэгч-ийг	N-ACC;SG	3
тэрслэгч	тэрслэгчээс	тэрслэгч-ээс	N-ABL;SG	1
тэрслэгч	тэрслэгчээр	тэрслэгч-ээр	N-INS;SG	1
тэрслэгч	тэрслэгчтэй	тэрслэгч-тэй	N-COM;SG	1
тэрслэгч	тэрслэгчээ	тэрслэгч-ээ	N-VOC;SG	1
диаграмм	диаграммын	диаграмм-ын	N-GEN;SG	13
диаграмм	диаграммд	диаграмм-д	N-DAT;SG	6
диаграмм	диаграммыг	диаграмм-ыг	N-ACC;SG	18
диаграмм	диаграммаас	диаграмм-аас	N-ABL;SG	7
диаграмм	диаграммаар	диаграмм-аар	N-INS;SG	27
диаграмм	диаграммтай	диаграмм-тай	N-COM;SG	2
диаграмм	диаграммаа	диаграмм-аа	N-VOC;SG	1
амталгаа	амталгааг	амталгаа-г	N-ACC;SG	23
амталгаа	амталгаатай	амталгаа-тай	N-COM;SG	17
ухагдахуун	ухагдахууны	ухагдахуун-ы	N-GEN;SG	142
ухагдахуун	ухагдахуунд	ухагдахуун-д	N-DAT;SG	51
ухагдахуун	ухагдахууныг	ухагдахуун-ыг	N-ACC;SG	376
ухагдахуун	ухагдахуунаас	ухагдахуун-аас	N-ABL;SG	26
ухагдахуун	ухагдахуунаар	ухагдахуун-аар	N-INS;SG	45
ухагдахуун	ухагдахуунтай	ухагдахуун-тай	N-COM;SG	59
ухагдахуун	ухагдахуунаа	ухагдахуун-аа	N-VOC;SG	21
баясал	баясалд	баясал-д	N-DAT;SG	13
баясал	баясалтай	баясал-тай	N-COM;SG	137
цэнгэл	цэнгэлийн	цэнгэл-ийн	N-GEN;SG	907
цэнгэл	цэнгэлд	цэнгэл-д	N-DAT;SG	318
цэнгэл	цэнгэлийг	цэнгэл-ийг	N-ACC;SG	210
цэнгэл	цэнгэлээс	цэнгэл-ээс	N-ABL;SG	75
цэнгэл	цэнгэлээр	цэнгэл-ээр	N-INS;SG	67
цэнгэл	цэнгэлтэй	цэнгэл-тэй	N-COM;SG	70
цэнгэл	цэнгэлээ	цэнгэл-ээ	N-VOC;SG	46
продакшн	продакшны	продакшн-ы	N-GEN;SG	1465
продакшн	продакшнд	продакшн-д	N-DAT;SG	122
продакшн	продакшныг	продакшн-ыг	N-ACC;SG	51
продакшн	продакшнаас	продакшн-аас	N-ABL;SG	95
продакшн	продакшнаар	продакшн-аар	N-INS;SG	28
продакшн	продакшнтай	продакшн-тай	N-COM;SG	84
продакшн	продакшнаа	продакшн-аа	N-VOC;SG	34
хотжилт	хотжилтын	хотжилт-ын	N-GEN;SG	211
хотжилт	хотжилтыг	хотжилт-ыг	N-ACC;SG	34
хотжилт	хотжилтоос	хотжилт-оос	N-ABL;SG	5
хотжилт	хотжилтоор	хотжилт-оор	N-INS;SG	1
хотжилт	хотжилттой	хотжилт-той	N-COM;SG	30
хотжилт	хотжилтоо	хотжилт-оо	N-VOC;SG	2
том	томын	том-ын	N-GEN;SG	43
том	томд	том-д	N-DAT;SG	900
том	томыг	том-ыг	N-ACC;SG	196
том	томоос	том-оос	N-ABL;SG	681
том	томоор	том-оор	N-INS;SG	1345
том	томтой	том-той	N-COM;SG	307
том	томоо	том-оо	N-VOC;SG	223
уусмал	уусмалын	уусмал-ын	N-GEN;SG	82
уусмал	уусмалд	уусмал-д	N-DAT;SG	86
уусмал	уусмалыг	уусмал-ыг	N-ACC;SG	166
уусмал	уусмалаас	уусмал-аас	N-ABL;SG	37
уусмал	уусмалаар	уусмал-аар	N-INS;SG	189
уусмал	уусмалтай	уусмал-тай	N-COM;SG	14
уусмал	уусмалаа	уусмал-аа	N-VOC;SG	42
хэрэглэгч	хэрэглэгчийн	хэрэглэгч-ийн	N-GEN;SG	14235
хэрэглэгч	хэрэглэгчийг	хэрэглэгч-ийг	N-ACC;SG	1523
хэрэглэгч	хэрэглэгчээс	хэрэглэгч-ээс	N-ABL;SG	372
хэрэглэгч	хэрэглэгчээр	хэрэглэгч-ээр	N-INS;SG	283
хэрэглэгч	хэрэглэгчтэй	хэрэглэгч-тэй	N-COM;SG	1310
хэрэглэгч	хэрэглэгчээ	хэрэглэгч-ээ	N-VOC;SG	322
тунадас	тунадастай	тунадас-тай	N-COM;SG	214
бэлтгэл	бэлтгэлийн	бэлтгэл-ийн	N-GEN;SG	3488
бэлтгэл	бэлтгэлд	бэлтгэл-д	N-DAT;SG	1759
бэлтгэл	бэлтгэлийг	бэлтгэл-ийг	N-ACC;SG	3469
бэлтгэл	бэлтгэлээс	бэлтгэл-ээс	N-ABL;SG	226
бэлтгэл	бэлтгэлээр	бэлтгэл-ээр	N-INS;SG	105
бэлтгэл	бэлтгэлтэй	бэлтгэл-тэй	N-COM;SG	2088
бэлтгэл	бэлтгэлээ	бэлтгэл-ээ	N-VOC;SG	6657
бодолт	бодолтын	бодолт-ын	N-GEN;SG	169
бодолт	бодолтыг	бодолт-ыг	N-ACC;SG	68
бодолт	бодолтоос	бодолт-оос	N-ABL;SG	2
бодолт	бодолтоор	бодолт-оор	N-INS;SG	10
бодолт	бодолттой	бодолт-той	N-COM;SG	19
бодолт	бодолтоо	бодолт-оо	N-VOC;SG	7
нэмэгдэл	нэмэгдэлд	нэмэгдэл-д	N-DAT;SG	166
нэмэгдэл	нэмэгдэлтэй	нэмэгдэл-тэй	N-COM;SG	172
мөргөл	мөргөлийн	мөргөл-ийн	N-GEN;SG	981
мөргөл	мөргөлд	мөргөл-д	N-DAT;SG	106
мөргөл	мөргөлийг	мөргөл-ийг	N-ACC;SG	212
мөргөл	мөргөлөөс	мөргөл-өөс	N-ABL;SG	24
мөргөл	мөргөлөөр	мөргөл-өөр	N-INS;SG	19
мөргөл	мөргөлтэй	мөргөл-тэй	N-COM;SG	60
мөргөл	мөргөлөө	мөргөл-өө	N-VOC;SG	99
сүсэг	сүсэгт	сүсэг-т	N-DAT;SG	190
сүсэг	сүсэгтэй	сүсэг-тэй	N-COM;SG	182
ноён	ноёны	ноён-ы	N-GEN;SG	350
ноён	ноёнд	ноён-д	N-DAT;SG	88
ноён	ноёныг	ноён-ыг	N-ACC;SG	48
ноён	ноёноос	ноён-оос	N-ABL;SG	27
ноён	ноёноор	ноён-оор	N-INS;SG	14
ноён	ноёнтой	ноён-той	N-COM;SG	30
ноён	ноёноо	ноён-оо	N-VOC;SG	24
ялагч	ялагчийн	ялагч-ийн	N-GEN;SG	208
ялагч	ялагчийг	ялагч-ийг	N-ACC;SG	460
ялагч	ялагчаас	ялагч-аас	N-ABL;SG	7
ялагч	ялагчаар	ялагч-аар	N-INS;SG	1108
ялагч	ялагчтай	ялагч-тай	N-COM;SG	43
ялагч	ялагчаа	ялагч-аа	N-VOC;SG	343
үнэлгээ	үнэлгээг	үнэлгээ-г	N-ACC;SG	6662
үнэлгээ	үнэлгээтэй	үнэлгээ-тэй	N-COM;SG	2673
шүүмжлэл	шүүмжлэлийн	шүүмжлэл-ийн	N-GEN;SG	662
шүүмжлэл	шүүмжлэлд	шүүмжлэл-д	N-DAT;SG	1250
шүүмжлэл	шүүмжлэлийг	шүүмжлэл-ийг	N-ACC;SG	1488
шүүмжлэл	шүүмжлэлээс	шүүмжлэл-ээс	N-ABL;SG	151
шүүмжлэл	шүүмжлэлээр	шүүмжлэл-ээр	N-INS;SG	57
шүүмжлэл	шүүмжлэлтэй	шүүмжлэл-тэй	N-COM;SG	2450
шүүмжлэл	шүүмжлэлээ	шүүмжлэл-ээ	N-VOC;SG	142
тооцоолол	тооцоололд	тооцоолол-д	N-DAT;SG	125
тооцоолол	тооцоололтой	тооцоолол-той	N-COM;SG	107
хийлч	хийлчийн	хийлч-ийн	N-GEN;SG	8
хийлч	хийлчийг	хийлч-ийг	N-ACC;SG	5
хийлч	хийлчээс	хийлч-ээс	N-ABL;SG	1
хийлч	хийлчээр	хийлч-ээр	N-INS;SG	2
хийлч	хийлчтэй	хийлч-тэй	N-COM;SG	1
хийлч	хийлчээ	хийлч-ээ	N-VOC;SG	1
биелэл	биелэлд	биелэл-д	N-DAT;SG	2
биелэл	биелэлтэй	биелэл-тэй	N-COM;SG	28
пальто	пальтог	пальто-г	N-ACC;SG	56
пальто	пальтотой	пальто-той	N-COM;SG	44
хоршил	хоршилд	хоршил-д	N-DAT;SG	2
хоршил	хоршилтой	хоршил-той	N-COM;SG	1
гурвал	гурвалын	гурвал-ын	N-GEN;SG	194
гурвал	гурвалд	гурвал-д	N-DAT;SG	8
гурвал	гурвалыг	гурвал-ыг	N-ACC;SG	33
гурвал	гурвалаас	гурвал-аас	N-ABL;SG	12
гурвал	гурвалаар	гурвал-аар	N-INS;SG	90
гурвал	гурвалтай	гурвал-тай	N-COM;SG	7
гурвал	гурвалаа	гурвал-аа	N-VOC;SG	1
амт	амтыг	амт-ыг	N-ACC;SG	1473
амт	амтаар	амт-аар	N-INS;SG	51
амт	амттай	амт-тай	N-COM;SG	6579
амт	амтаа	амт-аа	N-VOC;SG	55
хичээл	хичээлийн	хичээл-ийн	N-GEN;SG	33584
хичээл	хичээлд	хичээл-д	N-DAT;SG	2961
хичээл	хичээлийг	хичээл-ийг	N-ACC;SG	5714
хичээл	хичээлээс	хичээл-ээс	N-ABL;SG	1135
хичээл	хичээлээр	хичээл-ээр	N-INS;SG	2200
хичээл	хичээлтэй	хичээл-тэй	N-COM;SG	479
хичээл	хичээлээ	хичээл-ээ	N-VOC;SG	4572
симфони	симфонид	симфони-д	N-DAT;SG	8
симфони	симфониос	симфони-ос	N-ABL;SG	1
симфони	симфониор	симфони-ор	N-INS;SG	6
симфони	симфонитой	симфони-той	N-COM;SG	4
симфони	симфонио	симфони-о	N-VOC;SG	15
хэллэг	хэллэгийн	хэллэг-ийн	N-GEN;SG	680
хэллэг	хэллэгт	хэллэг-т	N-DAT;SG	134
хэллэг	хэллэгийг	хэллэг-ийг	N-ACC;SG	21378
хэллэг	хэллэгээс	хэллэг-ээс	N-ABL;SG	522
хэллэг	хэллэгээр	хэллэг-ээр	N-INS;SG	859
хэллэг	хэллэгтэй	хэллэг-тэй	N-COM;SG	432
хэллэг	хэллэгээ	хэллэг-ээ	N-VOC;SG	66
өгүүлбэр	өгүүлбэрийн	өгүүлбэр-ийн	N-GEN;SG	838
өгүүлбэр	өгүүлбэрт	өгүүлбэр-т	N-DAT;SG	549
өгүүлбэр	өгүүлбэрийг	өгүүлбэр-ийг	N-ACC;SG	1222
өгүүлбэр	өгүүлбэрээс	өгүүлбэр-ээс	N-ABL;SG	156
өгүүлбэр	өгүүлбэрээр	өгүүлбэр-ээр	N-INS;SG	629
өгүүлбэр	өгүүлбэртэй	өгүүлбэр-тэй	N-COM;SG	439
өгүүлбэр	өгүүлбэрээ	өгүүлбэр-ээ	N-VOC;SG	127
сургалт	сургалтын	сургалт-ын	N-GEN;SG	67311
сургалт	сургалтыг	сургалт-ыг	N-ACC;SG	20111
сургалт	сургалтаас	сургалт-аас	N-ABL;SG	735
сургалт	сургалтаар	сургалт-аар	N-INS;SG	2694
сургалт	сургалттай	сургалт-тай	N-COM;SG	2555
сургалт	сургалтаа	сургалт-аа	N-VOC;SG	1266
зөөгч	зөөгчийн	зөөгч-ийн	N-GEN;SG	109
зөөгч	зөөгчийг	зөөгч-ийг	N-ACC;SG	27
зөөгч	зөөгчөөс	зөөгч-өөс	N-ABL;SG	28
зөөгч	зөөгчөөр	зөөгч-өөр	N-INS;SG	62
зөөгч	зөөгчтэй	зөөгч-тэй	N-COM;SG	20
зөөгч	зөөгчөө	зөөгч-өө	N-VOC;SG	13
үйлчлэгч	үйлчлэгчийн	үйлчлэгч-ийн	N-GEN;SG	260
үйлчлэгч	үйлчлэгчийг	үйлчлэгч-ийг	N-ACC;SG	130
үйлчлэгч	үйлчлэгчээс	үйлчлэгч-ээс	N-ABL;SG	92
үйлчлэгч	үйлчлэгчээр	үйлчлэгч-ээр	N-INS;SG	192
үйлчлэгч	үйлчлэгчтэй	үйлчлэгч-тэй	N-COM;SG	83
үйлчлэгч	үйлчлэгчээ	үйлчлэгч-ээ	N-VOC;SG	23
ари	ариар	ари-ар	N-INS;SG	1
ари	аритай	ари-тай	N-COM;SG	1
ари	ариа	ари-а	N-VOC;SG	31
тууль	туульд	тууль-д	N-DAT;SG	54
тууль	туулиас	туули-ас	N-ABL;SG	15
тууль	туулиар	туули-ар	N-INS;SG	19
тууль	туультай	тууль-тай	N-COM;SG	10
тууль	туулиа	туули-а	N-VOC;SG	53
дууль	дуульд	дууль-д	N-DAT;SG	1
дууль	дуулиас	дуули-ас	N-ABL;SG	1
дууль	дуулиар	дуули-ар	N-INS;SG	1
дууль	дуультай	дууль-тай	N-COM;SG	1
дууль	дуулиа	дуули-а	N-VOC;SG	2
атом	атомын	атом-ын	N-GEN;SG	3054
атом	атомд	атом-д	N-DAT;SG	6
атом	атомыг	атом-ыг	N-ACC;SG	97
атом	атомоос	атом-оос	N-ABL;SG	34
атом	атомоор	атом-оор	N-INS;SG	2
атом	атомтой	атом-той	N-COM;SG	10
атом	атомоо	атом-оо	N-VOC;SG	1
мухлаг	мухлагийн	мухлаг-ийн	N-GEN;SG	51
мухлаг	мухлагт	мухлаг-т	N-DAT;SG	79
мухлаг	мухлагийг	мухлаг-ийг	N-ACC;SG	14
мухлаг	мухлагаас	мухлаг-аас	N-ABL;SG	37
мухлаг	мухлагаар	мухлаг-аар	N-INS;SG	11
мухлаг	мухлагтай	мухлаг-тай	N-COM;SG	12
мухлаг	мухлагаа	мухлаг-аа	N-VOC;SG	10
дэлгүүр	дэлгүүрийн	дэлгүүр-ийн	N-GEN;SG	7388
дэлгүүр	дэлгүүрт	дэлгүүр-т	N-DAT;SG	4696
дэлгүүр	дэлгүүрийг	дэлгүүр-ийг	N-ACC;SG	829
дэлгүүр	дэлгүүрээс	дэлгүүр-ээс	N-ABL;SG	2611
дэлгүүр	дэлгүүрээр	дэлгүүр-ээр	N-INS;SG	1211
дэлгүүр	дэлгүүртэй	дэлгүүр-тэй	N-COM;SG	629
дэлгүүр	дэлгүүрээ	дэлгүүр-ээ	N-VOC;SG	574
ордон	ордонд	ордон-д	N-DAT;SG	16094
ордон	ордонтой	ордон-той	N-COM;SG	402
яриа	яриаг	яриа-г	N-ACC;SG	5476
яриа	яриатай	яриа-тай	N-COM;SG	489
давтлага	давтлагад	давтлага-д	N-DAT;SG	8
давтлага	давтлагатай	давтлага-тай	N-COM;SG	6
хэлэлцэгч	хэлэлцэгчийн	хэлэлцэгч-ийн	N-GEN;SG	1
хэлэлцэгч	хэлэлцэгчийг	хэлэлцэгч-ийг	N-ACC;SG	1
хэлэлцэгч	хэлэлцэгчээс	хэлэлцэгч-ээс	N-ABL;SG	1
хэлэлцэгч	хэлэлцэгчээр	хэлэлцэгч-ээр	N-INS;SG	1
хэлэлцэгч	хэлэлцэгчтэй	хэлэлцэгч-тэй	N-COM;SG	3
хэлэлцэгч	хэлэлцэгчээ	хэлэлцэгч-ээ	N-VOC;SG	1
мэтгэлцэгч	мэтгэлцэгчийн	мэтгэлцэгч-ийн	N-GEN;SG	9
мэтгэлцэгч	мэтгэлцэгчийг	мэтгэлцэгч-ийг	N-ACC;SG	1
мэтгэлцэгч	мэтгэлцэгчээс	мэтгэлцэгч-ээс	N-ABL;SG	1
мэтгэлцэгч	мэтгэлцэгчээр	мэтгэлцэгч-ээр	N-INS;SG	1
мэтгэлцэгч	мэтгэлцэгчтэй	мэтгэлцэгч-тэй	N-COM;SG	1
мэтгэлцэгч	мэтгэлцэгчээ	мэтгэлцэгч-ээ	N-VOC;SG	1
гагнуурчин	гагнуурчинд	гагнуурчин-д	N-DAT;SG	4
гагнуурчин	гагнуурчинтай	гагнуурчин-тай	N-COM;SG	1
бичээс	бичээсийг	бичээс-ийг	N-ACC;SG	221
бичээс	бичээсээс	бичээс-ээс	N-ABL;SG	11
бичээс	бичээсээр	бичээс-ээр	N-INS;SG	6
бичээс	бичээстэй	бичээс-тэй	N-COM;SG	502
бичээс	бичээсээ	бичээс-ээ	N-VOC;SG	5
нүүрстөрөгч	нүүрстөрөгчийн	нүүрстөрөгч-ийн	N-GEN;SG	1046
нүүрстөрөгч	нүүрстөрөгчийг	нүүрстөрөгч-ийг	N-ACC;SG	69
нүүрстөрөгч	нүүрстөрөгчөөс	нүүрстөрөгч-өөс	N-ABL;SG	18
нүүрстөрөгч	нүүрстөрөгчөөр	нүүрстөрөгч-өөр	N-INS;SG	9
нүүрстөрөгч	нүүрстөрөгчтэй	нүүрстөрөгч-тэй	N-COM;SG	6
нүүрстөрөгч	нүүрстөрөгчөө	нүүрстөрөгч-өө	N-VOC;SG	1
зэс	зэсийн	зэс-ийн	N-GEN;SG	6896
зэс	зэсийг	зэс-ийг	N-ACC;SG	186
зэс	зэсээс	зэс-ээс	N-ABL;SG	62
зэс	зэсээр	зэс-ээр	N-INS;SG	130
зэс	зэстэй	зэс-тэй	N-COM;SG	47
зэс	зэсээ	зэс-ээ	N-VOC;SG	109
алт	алтыг	алт-ыг	N-ACC;SG	1892
алт	алтаар	алт-аар	N-INS;SG	1253
алт	алттай	алт-тай	N-COM;SG	286
алт	алтаа	алт-аа	N-VOC;SG	1191
шүхэр	шүхэрт	шүхэр-т	N-DAT;SG	69
шүхэр	шүхэртэй	шүхэр-тэй	N-COM;SG	57
анализ	анализын	анализ-ын	N-GEN;SG	160
анализ	анализыг	анализ-ыг	N-ACC;SG	85
анализ	анализаас	анализ-аас	N-ABL;SG	17
анализ	анализаар	анализ-аар	N-INS;SG	31
анализ	анализтай	анализ-тай	N-COM;SG	5
анализ	анализаа	анализ-аа	N-VOC;SG	25
гэргий	гэргийд	гэргий-д	N-DAT;SG	43
гэргий	гэргийтэй	гэргий-тэй	N-COM;SG	82
хатгамал	хатгамалд	хатгамал-д	N-DAT;SG	4
хатгамал	хатгамалтай	хатгамал-тай	N-COM;SG	57
аварга	аваргад	аварга-д	N-DAT;SG	1975
аварга	аваргатай	аварга-тай	N-COM;SG	861
тэргүүлэгч	тэргүүлэгчийн	тэргүүлэгч-ийн	N-GEN;SG	189
тэргүүлэгч	тэргүүлэгчийг	тэргүүлэгч-ийг	N-ACC;SG	63
тэргүүлэгч	тэргүүлэгчээс	тэргүүлэгч-ээс	N-ABL;SG	68
тэргүүлэгч	тэргүүлэгчээр	тэргүүлэгч-ээр	N-INS;SG	273
тэргүүлэгч	тэргүүлэгчтэй	тэргүүлэгч-тэй	N-COM;SG	55
тэргүүлэгч	тэргүүлэгчээ	тэргүүлэгч-ээ	N-VOC;SG	16
дүн	дүнд	дүн-д	N-DAT;SG	43351
дүн	дүнг	дүн-г	N-ACC;SG	32371
дүн	дүнтэй	дүн-тэй	N-COM;SG	33341
азот	азотын	азот-ын	N-GEN;SG	886
азот	азотыг	азот-ыг	N-ACC;SG	32
азот	азотоос	азот-оос	N-ABL;SG	2
азот	азотоор	азот-оор	N-INS;SG	14
азот	азоттой	азот-той	N-COM;SG	5
азот	азотоо	азот-оо	N-VOC;SG	1
хүчилтөрөгч	хүчилтөрөгчийн	хүчилтөрөгч-ийн	N-GEN;SG	1019
хүчилтөрөгч	хүчилтөрөгчийг	хүчилтөрөгч-ийг	N-ACC;SG	185
хүчилтөрөгч	хүчилтөрөгчөөс	хүчилтөрөгч-өөс	N-ABL;SG	18
хүчилтөрөгч	хүчилтөрөгчөөр	хүчилтөрөгч-өөр	N-INS;SG	188
хүчилтөрөгч	хүчилтөрөгчтэй	хүчилтөрөгч-тэй	N-COM;SG	40
хүчилтөрөгч	хүчилтөрөгчөө	хүчилтөрөгч-өө	N-VOC;SG	19
гэрч	гэрчийн	гэрч-ийн	N-GEN;SG	1160
гэрч	гэрчийг	гэрч-ийг	N-ACC;SG	396
гэрч	гэрчээс	гэрч-ээс	N-ABL;SG	76
гэрч	гэрчээр	гэрч-ээр	N-INS;SG	496
гэрч	гэрчтэй	гэрч-тэй	N-COM;SG	99
гэрч	гэрчээ	гэрч-ээ	N-VOC;SG	17
аялга	аялгад	аялга-д	N-DAT;SG	14
аялга	аялгатай	аялга-тай	N-COM;SG	148
мөнгө	мөнгөтэй	мөнгө-тэй	N-COM;SG	7507
хэмнэл	хэмнэлийн	хэмнэл-ийн	N-GEN;SG	90
хэмнэл	хэмнэлд	хэмнэл-д	N-DAT;SG	438
хэмнэл	хэмнэлийг	хэмнэл-ийг	N-ACC;SG	446
хэмнэл	хэмнэлээс	хэмнэл-ээс	N-ABL;SG	69
хэмнэл	хэмнэлээр	хэмнэл-ээр	N-INS;SG	350
хэмнэл	хэмнэлтэй	хэмнэл-тэй	N-COM;SG	498
хэмнэл	хэмнэлээ	хэмнэл-ээ	N-VOC;SG	193
ритм	ритмийн	ритм-ийн	N-GEN;SG	2
ритм	ритмд	ритм-д	N-DAT;SG	2
ритм	ритмийг	ритм-ийг	N-ACC;SG	13
ритм	ритмээс	ритм-ээс	N-ABL;SG	1
ритм	ритмээр	ритм-ээр	N-INS;SG	11
ритм	ритмтэй	ритм-тэй	N-COM;SG	30
ритм	ритмээ	ритм-ээ	N-VOC;SG	4
айзам	айзамд	айзам-д	N-DAT;SG	7
айзам	айзамтай	айзам-тай	N-COM;SG	2
тохижуулалт	тохижуулалтын	тохижуулалт-ын	N-GEN;SG	33
тохижуулалт	тохижуулалтыг	тохижуулалт-ыг	N-ACC;SG	6
тохижуулалт	тохижуулалтаас	тохижуулалт-аас	N-ABL;SG	1
тохижуулалт	тохижуулалтаар	тохижуулалт-аар	N-INS;SG	1
тохижуулалт	тохижуулалттай	тохижуулалт-тай	N-COM;SG	4
тохижуулалт	тохижуулалтаа	тохижуулалт-аа	N-VOC;SG	2
цэцэгжүүлэлт	цэцэгжүүлэлтийн	цэцэгжүүлэлт-ийн	N-GEN;SG	7
цэцэгжүүлэлт	цэцэгжүүлэлтийг	цэцэгжүүлэлт-ийг	N-ACC;SG	1
цэцэгжүүлэлт	цэцэгжүүлэлтээс	цэцэгжүүлэлт-ээс	N-ABL;SG	1
цэцэгжүүлэлт	цэцэгжүүлэлтээр	цэцэгжүүлэлт-ээр	N-INS;SG	1
цэцэгжүүлэлт	цэцэгжүүлэлттэй	цэцэгжүүлэлт-тэй	N-COM;SG	1
цэцэгжүүлэлт	цэцэгжүүлэлтээ	цэцэгжүүлэлт-ээ	N-VOC;SG	1
сүсэгтэн	сүсэгтэнд	сүсэгтэн-д	N-DAT;SG	1
сүсэгтэн	сүсэгтэнтэй	сүсэгтэн-тэй	N-COM;SG	6
эрдэс	эрдэст	эрдэс-т	N-DAT;SG	642
эрдэс	эрдэстэй	эрдэс-тэй	N-COM;SG	26
цардас	цардастай	цардас-тай	N-COM;SG	1
асфальт	асфальтын	асфальт-ын	N-GEN;SG	28
асфальт	асфальтыг	асфальт-ыг	N-ACC;SG	14
асфальт	асфальтаас	асфальт-аас	N-ABL;SG	1
асфальт	асфальтаар	асфальт-аар	N-INS;SG	61
асфальт	асфальттай	асфальт-тай	N-COM;SG	4
асфальт	асфальтаа	асфальт-аа	N-VOC;SG	6
төлөвлөгөө	төлөвлөгөөг	төлөвлөгөө-г	N-ACC;SG	13613
төлөвлөгөө	төлөвлөгөөтэй	төлөвлөгөө-тэй	N-COM;SG	6618
дүүжин	дүүжинд	дүүжин-д	N-DAT;SG	8
дүүжин	дүүжинг	дүүжин-г	N-ACC;SG	6
дүүжин	дүүжинтэй	дүүжин-тэй	N-COM;SG	4
бүрэлбаа	бүрэлбааг	бүрэлбаа-г	N-ACC;SG	1
бүрэлбаа	бүрэлбаатай	бүрэлбаа-тай	N-COM;SG	3
урлаг	урлагийн	урлаг-ийн	N-GEN;SG	42498
урлаг	урлагт	урлаг-т	N-DAT;SG	4366
урлаг	урлагийг	урлаг-ийг	N-ACC;SG	3872
урлаг	урлагаас	урлаг-аас	N-ABL;SG	631
урлаг	урлагаар	урлаг-аар	N-INS;SG	1201
урлаг	урлагтай	урлаг-тай	N-COM;SG	508
урлаг	урлагаа	урлаг-аа	N-VOC;SG	498
шаазан	шаазанд	шаазан-д	N-DAT;SG	15
шаазан	шаазанг	шаазан-г	N-ACC;SG	31
шаазан	шаазантай	шаазан-тай	N-COM;SG	2
керамик	керамикийн	керамик-ийн	N-GEN;SG	63
керамик	керамикт	керамик-т	N-DAT;SG	1
керамик	керамикийг	керамик-ийг	N-ACC;SG	6
керамик	керамикаас	керамик-аас	N-ABL;SG	1
керамик	керамикаар	керамик-аар	N-INS;SG	9
керамик	керамиктай	керамик-тай	N-COM;SG	2
керамик	керамикаа	керамик-аа	N-VOC;SG	1
цэцэглэлт	цэцэглэлтийн	цэцэглэлт-ийн	N-GEN;SG	705
цэцэглэлт	цэцэглэлтийг	цэцэглэлт-ийг	N-ACC;SG	355
цэцэглэлт	цэцэглэлтээс	цэцэглэлт-ээс	N-ABL;SG	8
цэцэглэлт	цэцэглэлтээр	цэцэглэлт-ээр	N-INS;SG	11
цэцэглэлт	цэцэглэлттэй	цэцэглэлт-тэй	N-COM;SG	55
цэцэглэлт	цэцэглэлтээ	цэцэглэлт-ээ	N-VOC;SG	3
ухаарал	ухааралд	ухаарал-д	N-DAT;SG	32
ухаарал	ухааралтай	ухаарал-тай	N-COM;SG	22
өрөмдлөг	өрөмдлөгийн	өрөмдлөг-ийн	N-GEN;SG	1526
өрөмдлөг	өрөмдлөгт	өрөмдлөг-т	N-DAT;SG	9
өрөмдлөг	өрөмдлөгийг	өрөмдлөг-ийг	N-ACC;SG	28
өрөмдлөг	өрөмдлөгөөс	өрөмдлөг-өөс	N-ABL;SG	14
өрөмдлөг	өрөмдлөгөөр	өрөмдлөг-өөр	N-INS;SG	20
өрөмдлөг	өрөмдлөгтэй	өрөмдлөг-тэй	N-COM;SG	1
өрөмдлөг	өрөмдлөгөө	өрөмдлөг-өө	N-VOC;SG	25
цооног	цооногийн	цооног-ийн	N-GEN;SG	196
цооног	цооногт	цооног-т	N-DAT;SG	194
цооног	цооногийг	цооног-ийг	N-ACC;SG	175
цооног	цооногоос	цооног-оос	N-ABL;SG	47
цооног	цооногоор	цооног-оор	N-INS;SG	16
цооног	цооногтой	цооног-той	N-COM;SG	40
цооног	цооногоо	цооног-оо	N-VOC;SG	19
егөө	егөөг	егөө-г	N-ACC;SG	1
егөө	егөөтэй	егөө-тэй	N-COM;SG	32
зүйрлэл	зүйрлэлийн	зүйрлэл-ийн	N-GEN;SG	23
зүйрлэл	зүйрлэлд	зүйрлэл-д	N-DAT;SG	13
зүйрлэл	зүйрлэлийг	зүйрлэл-ийг	N-ACC;SG	70
зүйрлэл	зүйрлэлээс	зүйрлэл-ээс	N-ABL;SG	12
зүйрлэл	зүйрлэлээр	зүйрлэл-ээр	N-INS;SG	61
зүйрлэл	зүйрлэлтэй	зүйрлэл-тэй	N-COM;SG	10
зүйрлэл	зүйрлэлээ	зүйрлэл-ээ	N-VOC;SG	16
бөөм	бөөмийн	бөөм-ийн	N-GEN;SG	177
бөөм	бөөмд	бөөм-д	N-DAT;SG	7
бөөм	бөөмийг	бөөм-ийг	N-ACC;SG	40
бөөм	бөөмөөс	бөөм-өөс	N-ABL;SG	3
бөөм	бөөмөөр	бөөм-өөр	N-INS;SG	4
бөөм	бөөмтэй	бөөм-тэй	N-COM;SG	2
бөөм	бөөмөө	бөөм-өө	N-VOC;SG	2
