ROOT	WORD	SEGMENTATION	ANALYSIS	FREQ
yanardağ	yanardağlar	yanardağ-lar	N-PL	6
yanardağ	yanardağ	yanardağ	N	27
yanardağ	yanardağının	yanardağ-ı-nın	N-PSS3S-GEN	4
yanardağ	yanardağa	yanardağ-a	N-DAT	1
yanardağ	yanardağlardan	yanardağ-lar-dan	N-PL-ABL	2
yangın	yangının	yangın-ın	N-GEN	51
yangın	yangınlarının	yangın-lar-ı-nın	N-PL-PSS3S-GEN	6
yangın	yangın	yangın	N	682
yangın	yangınlara	yangın-lar-a	N-PL-DAT	23
yangın	yangınının	yangın-ı-nın	N-PSS3S-GEN	2
yangın	yangına	yangın-a	N-DAT	79
yangın	yangınlar	yangın-lar	N-PL	51
yangın	yangını	yangın-ı	N-PSS3S	50
yangın	yangından	yangın-dan	N-ABL	32
yangın	yangınları	yangın-lar-ı	N-PL-PSS3S	38
yangın	yangında	yangın-da	N-LOC	27
yangın	yangınların	yangın-lar-ın	N-PL-GEN	14
yangın	yangınlarda	yangın-lar-da	N-PL-LOC	15
yangın	yangınlardan	yangın-lar-dan	N-PL-ABL	1
yankı	yankıyı	yankı-yı	N-ACC	1
yankı	yankılarının	yankı-lar-ı-nın	N-PL-PSS3S-GEN	1
yankı	yankılar	yankı-lar	N-PL	20
yankı	yankıları	yankı-lar-ı	N-PL-PSS3S	15
yankı	yankı	yankı	N	63
yankı	yankılara	yankı-lar-a	N-PL-DAT	1
yankı	yankısının	yankı-sı-nın	N-PSS3S-GEN	1
yankı	yankının	yankı-nın	N-GEN	2
yankı	yankıya	yankı-ya	N-DAT	1
yankı	yankısı	yankı-sı	N-PSS3S	3
yanlışlık	yanlışlıklara	yanlışlık-lar-a	N-PL-DAT	4
yanıt	yanıtı	yanıt-ı	N-PSS3S	242
yanıt	yanıtın	yanıt-ın	N-GEN	21
yanıt	yanıtların	yanıt-lar-ın	N-PL-GEN	37
yanıt	yanıttan	yanıt-tan	N-ABL	3
yanıt	yanıtlarınızı	yanıt-lar-ınız-ı	N-PL-PSS2P-ACC	3
yanıt	yanıtlar	yanıt-lar	N-PL	104
yanıt	yanıtları	yanıt-lar-ı	N-PL-PSS3S	69
yanıt	yanıtınızın	yanıt-ınız-ın	N-PSS2P-GEN	6
yanıt	yanıtımızın	yanıt-ımız-ın	N-PSS1P-GEN	2
yanıt	yanıtınızı	yanıt-ınız-ı	N-PSS2P-ACC	6
yanıt	yanıtta	yanıt-ta	N-LOC	25
yanıt	yanıt	yanıt	N	941
yanıt	yanıtlara	yanıt-lar-a	N-PL-DAT	8
yanıt	yanıtının	yanıt-ı-nın	N-PSS3S-GEN	19
yanıt	yanıtlarda	yanıt-lar-da	N-PL-LOC	5
yanıt	yanıtınız	yanıt-ınız	N-PSS2P	10
yanıt	yanıta	yanıt-a	N-DAT	21
yanıt	yanıtımızı	yanıt-ımız-ı	N-PSS1P-ACC	1
yanıt	yanıtımız	yanıt-ımız	N-PSS1P	1
yanıt	yanıtlardan	yanıt-lar-dan	N-PL-ABL	7
yapboz	yapbozun	yapboz-un	N-GEN	3
yapboz	yapbozları	yapboz-lar-ı	N-PL-PSS3S	1
yapboz	yapboz	yapboz	N	1
yaprak	yaprakların	yaprak-lar-ın	N-PL-GEN	165
yaprak	yapraktan	yaprak-tan	N-ABL	15
yaprak	yapraklarının	yaprak-lar-ı-nın	N-PL-PSS3S-GEN	84
yaprak	yapraklar	yaprak-lar	N-PL	210
yaprak	yaprakları	yaprak-lar-ı	N-PL-PSS3S	274
yaprak	yaprakta	yaprak-ta	N-LOC	16
yaprak	yaprak	yaprak	N	620
yaprak	yapraklara	yaprak-lar-a	N-PL-DAT	24
yaprak	yapraklarımız	yaprak-lar-ımız	N-PL-PSS1P	1
yaprak	yapraklarda	yaprak-lar-da	N-PL-LOC	59
yaprak	yapraklardan	yaprak-lar-dan	N-PL-ABL	17
yapı	yapılar	yapı-lar	N-PL	576
yapı	yapılara	yapı-lar-a	N-PL-DAT	91
yapı	yapılardan	yapı-lar-dan	N-PL-ABL	49
yapı	yapının	yapı-nın	N-GEN	510
yapı	yapıya	yapı-ya	N-DAT	553
yapı	yapıyı	yapı-yı	N-ACC	198
yapı	yapıların	yapı-lar-ın	N-PL-GEN	409
yapı	yapıları	yapı-lar-ı	N-PL-ACC	508
yapı	yapıdan	yapı-dan	N-ABL	53
yapı	yapılarda	yapı-lar-da	N-PL-LOC	196
yapı	yapıda	yapı-da	N-LOC	405
yapı	yapı	yapı	N	3943
yapıncak	yapıncak	yapıncak	N	1
yara	yaralarınızın	yara-lar-ınız-ın	N-PL-PSS2P-GEN	1
yara	yaran	yara-n	N-PSS2S	23
yara	yaralarının	yara-lar-ı-nın	N-PL-PSS3S-GEN	19
yara	yara	yara	N	314
yara	yaralara	yara-lar-a	N-PL-DAT	24
yara	yarasının	yara-sı-nın	N-PSS3S-GEN	4
yara	yaralarım	yara-lar-ım	N-PL-PSS1S	6
yara	yaraya	yara-ya	N-DAT	15
yara	yaralarımıza	yara-lar-ımız-a	N-PL-PSS1P-DAT	1
yara	yaralar	yara-lar	N-PL	90
yara	yarayı	yara-yı	N-ACC	15
yara	yaradan	yara-dan	N-ABL	18
yara	yaramıza	yara-mız-a	N-PSS1P-DAT	1
yara	yaraları	yara-lar-ı	N-PL-PSS3S	40
yara	yarada	yara-da	N-LOC	4
yara	yaranın	yara-nın	N-GEN	19
yara	yaralarımızı	yara-lar-ımız-ı	N-PL-PSS1P-ACC	5
yara	yaranı	yara-n-ı	N-PSS2S-ACC	3
yara	yaraların	yara-lar-ın	N-PL-GEN	43
yara	yaralarda	yara-lar-da	N-PL-LOC	7
yara	yarası	yara-sı	N-PSS3S	51
yara	yaralarımız	yara-lar-ımız	N-PL-PSS1P	1
yara	yaralarımızın	yara-lar-ımız-ın	N-PL-PSS1P-GEN	1
yara	yaranız	yara-nız	N-PSS2P	3
yara	yaralardan	yara-lar-dan	N-PL-ABL	7
yarak	yarak	yarak	N	2
yarasa	yarasan	yarasa-n	N-PSS2S	1
yarasa	yarasa	yarasa	N	16
yarasa	yarasalara	yarasa-lar-a	N-PL-DAT	2
yarasa	yarasaya	yarasa-ya	N-DAT	2
yarasa	yarasalar	yarasa-lar	N-PL	11
yarasa	yarasanın	yarasa-nın	N-GEN	1
yarasa	yarasaların	yarasa-lar-ın	N-PL-GEN	1
yaratı	yaratı	yaratı	N	9
yaratı	yaratılara	yaratı-lar-a	N-PL-DAT	1
yaratı	yaratıya	yaratı-ya	N-DAT	1
yaratı	yaratıyı	yaratı-yı	N-ACC	1
yaratı	yaratıda	yaratı-da	N-LOC	1
yaratı	yaratının	yaratı-nın	N-GEN	4
yaratı	yaratıların	yaratı-lar-ın	N-PL-GEN	2
yaratı	yaratısı	yaratı-sı	N-PSS3S	2
yaratık	yaratıklar	yaratık-lar	N-PL	31
yaratık	yaratıklara	yaratık-lar-a	N-PL-DAT	4
yaratık	yaratıklardan	yaratık-lar-dan	N-PL-ABL	5
yaratık	yaratıkların	yaratık-lar-ın	N-PL-GEN	8
yaratık	yaratıkları	yaratık-lar-ı	N-PL-PSS3S	8
yaratık	yaratıktan	yaratık-tan	N-ABL	1
yaratık	yaratıklarda	yaratık-lar-da	N-PL-LOC	1
yaratık	yaratık	yaratık	N	37
yardım	yardımlarımızı	yardım-lar-ımız-ı	N-PL-PSS1P-ACC	3
yardım	yardımlarınızın	yardım-lar-ınız-ın	N-PL-PSS2P-GEN	1
yardım	yardımlarımızın	yardım-lar-ımız-ın	N-PL-PSS1P-GEN	1
yardım	yardımı	yardım-ı	N-PSS3S	710
yardım	yardımın	yardım-ın	N-GEN	102
yardım	yardımların	yardım-lar-ın	N-PL-GEN	54
yardım	yardımdan	yardım-dan	N-ABL	24
yardım	yardımlarının	yardım-lar-ı-nın	N-PL-PSS3S-GEN	20
yardım	yardımlarınızı	yardım-lar-ınız-ı	N-PL-PSS2P-ACC	9
yardım	yardımımıza	yardım-ımız-a	N-PSS1P-DAT	1
yardım	yardımlar	yardım-lar	N-PL	171
yardım	yardımları	yardım-lar-ı	N-PL-PSS3S	143
yardım	yardımınızın	yardım-ınız-ın	N-PSS2P-GEN	1
yardım	yardımda	yardım-da	N-LOC	117
yardım	yardım	yardım	N	3571
yardım	yardımlarımızdan	yardım-lar-ımız-dan	N-PL-PSS1P-ABL	2
yardım	yardımlarınıza	yardım-lar-ınız-a	N-PL-PSS2P-DAT	1
yardım	yardımlara	yardım-lar-a	N-PL-DAT	12
yardım	yardımının	yardım-ı-nın	N-PSS3S-GEN	24
yardım	yardımlarımız	yardım-lar-ımız	N-PL-PSS1P	5
yardım	yardımlarda	yardım-lar-da	N-PL-LOC	26
yardım	yardımınız	yardım-ınız	N-PSS2P	3
yardım	yardımınıza	yardım-ınız-a	N-PSS2P-DAT	4
yardım	yardıma	yardım-a	N-DAT	208
yardım	yardımımızı	yardım-ımız-ı	N-PSS1P-ACC	1
yardım	yardımımız	yardım-ımız	N-PSS1P	1
yardım	yardımlardan	yardım-lar-dan	N-PL-ABL	37
yardımcı	yardımcın	yardımcı-n	N-PSS2S	1
yardımcı	yardımcılarının	yardımcı-lar-ı-nın	N-PL-PSS3S-GEN	54
yardımcı	yardımcı	yardımcı	N	3056
yardımcı	yardımcılara	yardımcı-lar-a	N-PL-DAT	2
yardımcı	yardımcıya	yardımcı-ya	N-DAT	1
yardımcı	yardımcımız	yardımcı-mız	N-PSS1P	29
yardımcı	yardımcılar	yardımcı-lar	N-PL	13
yardımcı	yardımcıyı	yardımcı-yı	N-ACC	1
yardımcı	yardımcıdan	yardımcı-dan	N-ABL	1
yardımcı	yardımcıları	yardımcı-lar-ı	N-PL-PSS3S	284
yardımcı	yardımcıların	yardımcı-lar-ın	N-PL-GEN	3
yardımcı	yardımcımızdan	yardımcı-mız-dan	N-PSS1P-ABL	1
yardımcı	yardımcımızın	yardımcı-mız-ın	N-PSS1P-GEN	1
yardımcı	yardımcınız	yardımcı-nız	N-PSS2P	7
yarımada	yarımadayı	yarımada-yı	N-ACC	5
yarımada	yarımadaların	yarımada-lar-ın	N-PL-GEN	1
yarımada	yarımadadan	yarımada-dan	N-ABL	1
yarımada	yarımadalar	yarımada-lar	N-PL	1
yarımada	yarımadaları	yarımada-lar-ı	N-PL-PSS3S	1
yarımada	yarımadada	yarımada-da	N-LOC	4
yarımada	yarımada	yarımada	N	18
yarımada	yarımadasının	yarımada-sı-nın	N-PSS3S-GEN	18
yarımada	yarımadanın	yarımada-nın	N-GEN	18
yarımada	yarımadaya	yarımada-ya	N-DAT	3
yarımada	yarımadası	yarımada-sı	N-PSS3S	32
yarış	yarışlar	yarış-lar	N-PL	30
yarış	yarışlara	yarış-lar-a	N-PL-DAT	20
yarış	yarışlardan	yarış-lar-dan	N-PL-ABL	6
yarış	yarışın	yarış-ın	N-GEN	58
yarış	yarışa	yarış-a	N-DAT	56
yarış	yarışı	yarış-ı	N-PSS3S	143
yarış	yarışların	yarış-lar-ın	N-PL-GEN	16
yarış	yarışları	yarış-lar-ı	N-PL-PSS3S	76
yarış	yarıştan	yarış-tan	N-ABL	9
yarış	yarışlarda	yarış-lar-da	N-PL-LOC	22
yarış	yarışta	yarış-ta	N-LOC	48
yarış	yarış	yarış	N	323
yarışma	yarışmamızda	yarışma-mız-da	N-PSS1P-LOC	5
yarışma	yarışmayı	yarışma-yı	N-ACC	66
yarışma	yarışmadan	yarışma-dan	N-ABL	13
yarışma	yarışmalarının	yarışma-lar-ı-nın	N-PL-PSS3S-GEN	9
yarışma	yarışmamıza	yarışma-mız-a	N-PSS1P-DAT	7
yarışma	yarışmalar	yarışma-lar	N-PL	114
yarışma	yarışmaları	yarışma-lar-ı	N-PL-PSS3S	85
yarışma	yarışmamızın	yarışma-mız-ın	N-PSS1P-GEN	8
yarışma	yarışmada	yarışma-da	N-LOC	162
yarışma	yarışma	yarışma	N	401
yarışma	yarışmalara	yarışma-lar-a	N-PL-DAT	68
yarışma	yarışmasının	yarışma-sı-nın	N-PSS3S-GEN	22
yarışma	yarışmanın	yarışma-nın	N-GEN	133
yarışma	yarışmalarda	yarışma-lar-da	N-PL-LOC	68
yarışma	yarışmanıza	yarışma-nız-a	N-PSS2P-DAT	2
yarışma	yarışmaya	yarışma-ya	N-DAT	239
yarışma	yarışmamızı	yarışma-mız-ı	N-PSS1P-ACC	1
yarışma	yarışmamız	yarışma-mız	N-PSS1P	3
yarışma	yarışması	yarışma-sı	N-PSS3S	294
yarışma	yarışmalardan	yarışma-lar-dan	N-PL-ABL	6
yasa	yasamızda	yasa-mız-da	N-PSS1P-LOC	3
yasa	yasalarımızı	yasa-lar-ımız-ı	N-PL-PSS1P-ACC	2
yasa	yasalarımızın	yasa-lar-ımız-ın	N-PL-PSS1P-GEN	6
yasa	yasayı	yasa-yı	N-ACC	126
yasa	yasan	yasa-n	N-PSS2S	1
yasa	yasaların	yasa-lar-ın	N-PL-GEN	146
yasa	yasadan	yasa-dan	N-ABL	40
yasa	yasalarının	yasa-lar-ı-nın	N-PL-PSS3S-GEN	39
yasa	yasalarınızı	yasa-lar-ınız-ı	N-PL-PSS2P-ACC	1
yasa	yasalarımızda	yasa-lar-ımız-da	N-PL-PSS1P-LOC	11
yasa	yasamıza	yasa-mız-a	N-PSS1P-DAT	1
yasa	yasalar	yasa-lar	N-PL	315
yasa	yasaları	yasa-lar-ı	N-PL-PSS3S	221
yasa	yasamızın	yasa-mız-ın	N-PSS1P-GEN	3
yasa	yasada	yasa-da	N-LOC	138
yasa	yasa	yasa	N	1565
yasa	yasalara	yasa-lar-a	N-PL-DAT	161
yasa	yasasının	yasa-sı-nın	N-PSS3S-GEN	144
yasa	yasanın	yasa-nın	N-GEN	431
yasa	yasalarımız	yasa-lar-ımız	N-PL-PSS1P	3
yasa	yasalarda	yasa-lar-da	N-PL-LOC	60
yasa	yasaya	yasa-ya	N-DAT	182
yasa	yasamızı	yasa-mız-ı	N-PSS1P-ACC	1
yasa	yasamız	yasa-mız	N-PSS1P	2
yasa	yasalarımıza	yasa-lar-ımız-a	N-PL-PSS1P-DAT	5
yasa	yasası	yasa-sı	N-PSS3S	604
yasa	yasalardan	yasa-lar-dan	N-PL-ABL	28
yasak	yasaklarının	yasak-lar-ı-nın	N-PL-PSS3S-GEN	5
yasak	yasak	yasak	N	352
yasak	yasaklara	yasak-lar-a	N-PL-DAT	29
yasak	yasaklar	yasak-lar	N-PL	73
yasak	yasakları	yasak-lar-ı	N-PL-PSS3S	35
yasak	yasakların	yasak-lar-ın	N-PL-GEN	13
yasak	yasaklarda	yasak-lar-da	N-PL-LOC	1
yasak	yasaklardan	yasak-lar-dan	N-PL-ABL	3
yasemin	yaseminler	yasemin-ler	N-PL	1
yasemin	yasemin	yasemin	N	111
yastık	yastıkların	yastık-lar-ın	N-PL-GEN	4
yastık	yastıklarının	yastık-lar-ı-nın	N-PL-PSS3S-GEN	4
yastık	yastıklar	yastık-lar	N-PL	20
yastık	yastıkları	yastık-lar-ı	N-PL-PSS3S	25
yastık	yastıkta	yastık-ta	N-LOC	4
yastık	yastık	yastık	N	76
yastık	yastıklara	yastık-lar-a	N-PL-DAT	1
yastık	yastıklarda	yastık-lar-da	N-PL-LOC	2
yatak	yataklarımızı	yatak-lar-ımız-ı	N-PL-PSS1P-ACC	1
yatak	yatakların	yatak-lar-ın	N-PL-GEN	39
yatak	yataktan	yatak-tan	N-ABL	43
yatak	yataklarının	yatak-lar-ı-nın	N-PL-PSS3S-GEN	55
yatak	yataklarınızı	yatak-lar-ınız-ı	N-PL-PSS2P-ACC	2
yatak	yataklarımızda	yatak-lar-ımız-da	N-PL-PSS1P-LOC	2
yatak	yataklar	yatak-lar	N-PL	111
yatak	yatakları	yatak-lar-ı	N-PL-PSS3S	105
yatak	yatakta	yatak-ta	N-LOC	70
yatak	yatak	yatak	N	727
yatak	yataklarınızda	yatak-lar-ınız-da	N-PL-PSS2P-LOC	2
yatak	yataklara	yatak-lar-a	N-PL-DAT	19
yatak	yataklarımız	yatak-lar-ımız	N-PL-PSS1P	2
yatak	yataklarda	yatak-lar-da	N-PL-LOC	52
yatak	yataklarımıza	yatak-lar-ımız-a	N-PL-PSS1P-DAT	1
yatak	yataklardan	yatak-lar-dan	N-PL-ABL	16
yavru	yavrunuza	yavru-nuz-a	N-PSS2P-DAT	1
yavru	yavru	yavru	N	143
yavru	yavrulara	yavru-lar-a	N-PL-DAT	9
yavru	yavrusunun	yavru-su-nun	N-PSS3S-GEN	8
yavru	yavruya	yavru-ya	N-DAT	5
yavru	yavrumuz	yavru-muz	N-PSS1P	2
yavru	yavrular	yavru-lar	N-PL	52
yavru	yavruyu	yavru-yu	N-ACC	12
yavru	yavrunuzun	yavru-nuz-un	N-PSS2P-GEN	1
yavru	yavruları	yavru-lar-ı	N-PL-PSS3S	31
yavru	yavrunun	yavru-nun	N-GEN	21
yavru	yavrunu	yavru-n-u	N-PSS2S-ACC	1
yavru	yavruların	yavru-lar-ın	N-PL-GEN	26
yavru	yavrularda	yavru-lar-da	N-PL-LOC	3
yavru	yavrusu	yavru-su	N-PSS3S	36
yavru	yavrunuzu	yavru-nuz-u	N-PSS2P-ACC	1
yavru	yavrularımızın	yavru-lar-ımız-ın	N-PL-PSS1P-GEN	4
yavşak	yavşak	yavşak	N	1
yaya	yaya	yaya	N	180
yaya	yayalara	yaya-lar-a	N-PL-DAT	8
yaya	yayaya	yaya-ya	N-DAT	8
yaya	yayalar	yaya-lar	N-PL	29
yaya	yayayı	yaya-yı	N-ACC	1
yaya	yayaları	yaya-lar-ı	N-PL-PSS3S	7
yaya	yayanın	yaya-nın	N-GEN	4
yaya	yayaların	yaya-lar-ın	N-PL-GEN	15
yaya	yayalarda	yaya-lar-da	N-PL-LOC	3
yaya	yayalardan	yaya-lar-dan	N-PL-ABL	1
yazar	yazarlar	yazar-lar	N-PL	362
yazar	yazarlara	yazar-lar-a	N-PL-DAT	69
yazar	yazarlardan	yazar-lar-dan	N-PL-ABL	27
yazar	yazarın	yazar-ın	N-GEN	180
yazar	yazara	yazar-a	N-DAT	64
yazar	yazarı	yazar-ı	N-PSS3S	258
yazar	yazarların	yazar-lar-ın	N-PL-GEN	118
yazar	yazarları	yazar-lar-ı	N-PL-PSS3S	115
yazar	yazardan	yazar-dan	N-ABL	13
yazar	yazarlarda	yazar-lar-da	N-PL-LOC	1
yazar	yazar	yazar	N	1134
yazman	yazman	yazman	N	48
yazma	yazmalarının	yazma-lar-ı-nın	N-PL-PSS3S-GEN	3
yazma	yazmamıza	yazma-mız-a	N-PSS1P-DAT	1
yazma	yazmalar	yazma-lar	N-PL	8
yazma	yazmaları	yazma-lar-ı	N-PL-PSS3S	40
yazma	yazmanızın	yazma-nız-ın	N-PSS2P-GEN	1
yazma	yazmamızın	yazma-mız-ın	N-PSS1P-GEN	1
yazma	yazmasının	yazma-sı-nın	N-PSS3S-GEN	4
yazma	yazmanızdan	yazma-nız-dan	N-PSS2P-ABL	12
yazma	yazmanın	yazma-nın	N-GEN	24
yazma	yazmanıza	yazma-nız-a	N-PSS2P-DAT	7
yazma	yazmaya	yazma-ya	N-DAT	215
yazma	yazmamızı	yazma-mız-ı	N-PSS1P-ACC	3
yazman	yazmanı	yazman-ı	N-PSS3S	5
yazma	yazmamız	yazma-mız	N-PSS1P	11
yazman	yazmandan	yazman-dan	N-ABL	8
yazı	yazılar	yazı-lar	N-PL	511
yazı	yazılara	yazı-lar-a	N-PL-DAT	41
yazı	yazılardan	yazı-lar-dan	N-PL-ABL	36
yazı	yazının	yazı-nın	N-GEN	354
yazı	yazıya	yazı-ya	N-DAT	141
yazı	yazıyı	yazı-yı	N-ACC	245
yazı	yazıların	yazı-lar-ın	N-PL-GEN	162
yazı	yazıları	yazı-lar-ı	N-PL-PSS3S	360
yazı	yazıdan	yazı-dan	N-ABL	34
yazı	yazılarda	yazı-lar-da	N-PL-LOC	91
yazı	yazıda	yazı-da	N-LOC	343
yazı	yazı	yazı	N	2192
yazıt	yazıtı	yazıt-ı	N-PSS3S	4
yazıt	yazıtın	yazıt-ın	N-GEN	1
yazıt	yazıtların	yazıt-lar-ın	N-PL-GEN	1
yazıt	yazıttan	yazıt-tan	N-ABL	2
yazıt	yazıtlarının	yazıt-lar-ı-nın	N-PL-PSS3S-GEN	4
yazıt	yazıtlar	yazıt-lar	N-PL	12
yazıt	yazıtları	yazıt-lar-ı	N-PL-PSS3S	14
yazıt	yazıtta	yazıt-ta	N-LOC	5
yazıt	yazıt	yazıt	N	18
yazıt	yazıtının	yazıt-ı-nın	N-PSS3S-GEN	1
yazıt	yazıtlarda	yazıt-lar-da	N-PL-LOC	9
yazıt	yazıtlardan	yazıt-lar-dan	N-PL-ABL	3
yağ	yağlar	yağ-lar	N-PL	158
yağ	yağlara	yağ-lar-a	N-PL-DAT	15
yağ	yağlardan	yağ-lar-dan	N-PL-ABL	28
yağ	yağın	yağ-ın	N-GEN	71
yağı	yağı	yağı	N	259
yağ	yağların	yağ-lar-ın	N-PL-GEN	75
yağ	yağları	yağ-lar-ı	N-PL-ACC	79
yağ	yağdan	yağ-dan	N-ABL	33
yağ	yağlarda	yağ-lar-da	N-PL-LOC	13
yağ	yağda	yağ-da	N-LOC	68
yağ	yağ	yağ	N	1248
yağma	yağma	yağma	N	58
yağma	yağmaya	yağma-ya	N-DAT	19
yağma	yağmalar	yağma-lar	N-PL	2
yağma	yağmayı	yağma-yı	N-ACC	2
yağma	yağmadan	yağma-dan	N-ABL	2
yağma	yağmada	yağma-da	N-LOC	1
yağma	yağmanın	yağma-nın	N-GEN	1
yağma	yağması	yağma-sı	N-PSS3S	10
yağma	yağmalardan	yağma-lar-dan	N-PL-ABL	1
yağmur	yağmurlarımızı	yağmur-lar-ımız-ı	N-PL-PSS1P-ACC	1
yağmur	yağmuru	yağmur-u	N-PSS3S	53
yağmur	yağmurun	yağmur-un	N-GEN	45
yağmur	yağmurların	yağmur-lar-ın	N-PL-GEN	10
yağmur	yağmurdan	yağmur-dan	N-ABL	21
yağmur	yağmurlarının	yağmur-lar-ı-nın	N-PL-PSS3S-GEN	7
yağmur	yağmurlar	yağmur-lar	N-PL	36
yağmur	yağmurları	yağmur-lar-ı	N-PL-PSS3S	15
yağmur	yağmurda	yağmur-da	N-LOC	22
yağmur	yağmur	yağmur	N	517
yağmur	yağmurlara	yağmur-lar-a	N-PL-DAT	1
yağmur	yağmurunun	yağmur-u-nun	N-PSS3S-GEN	5
yağmur	yağmurlarda	yağmur-lar-da	N-PL-LOC	1
yağmur	yağmura	yağmur-a	N-DAT	26
yağmur	yağmurlardan	yağmur-lar-dan	N-PL-ABL	1
yağış	yağışın	yağış-ın	N-GEN	28
yağış	yağışlarının	yağış-lar-ı-nın	N-PL-PSS3S-GEN	6
yağış	yağışlara	yağış-lar-a	N-PL-DAT	1
yağış	yağışının	yağış-ı-nın	N-PSS3S-GEN	3
yağış	yağışları	yağış-lar-ı	N-PL-PSS3S	13
yağış	yağışta	yağış-ta	N-LOC	2
yağış	yağışların	yağış-lar-ın	N-PL-GEN	17
yağış	yağışlarda	yağış-lar-da	N-PL-LOC	7
yağış	yağışlardan	yağış-lar-dan	N-PL-ABL	9
yedek	yedek	yedek	N	1198
yedek	yedeklere	yedek-ler-e	N-PL-DAT	2
yedek	yedekler	yedek-ler	N-PL	25
yedek	yedekleri	yedek-ler-i	N-PL-PSS3S	20
yedek	yedekte	yedek-te	N-LOC	10
yedek	yedeklerin	yedek-ler-in	N-PL-GEN	11
yedek	yedeklerden	yedek-ler-den	N-PL-ABL	15
yelek	yeleklerin	yelek-ler-in	N-PL-GEN	2
yelek	yeleklerinin	yelek-ler-i-nin	N-PL-PSS3S-GEN	5
yelek	yelekler	yelek-ler	N-PL	5
yelek	yelekleri	yelek-ler-i	N-PL-PSS3S	4
yelek	yelek	yelek	N	42
yelken	yelkenin	yelken-in	N-GEN	1
yelken	yelken	yelken	N	230
yelken	yelkeninin	yelken-i-nin	N-PSS3S-GEN	1
yelken	yelkene	yelken-e	N-DAT	1
yelken	yelkenler	yelken-ler	N-PL	7
yelken	yelkeni	yelken-i	N-PSS3S	2
yelken	yelkenleri	yelken-ler-i	N-PL-PSS3S	5
yelken	yelkende	yelken-de	N-LOC	1
yelken	yelkenlerimizi	yelken-ler-imiz-i	N-PL-PSS1P-ACC	1
yelken	yelkenlerin	yelken-ler-in	N-PL-GEN	1
yelken	yelkenlerinizi	yelken-ler-iniz-i	N-PL-PSS2P-ACC	2
yelken	yelkeniniz	yelken-iniz	N-PSS2P	1
yemeni	yemeniyi	yemeni-yi	N-ACC	1
yemeni	yemeniden	yemeni-den	N-ABL	1
yemeni	yemeniler	yemeni-ler	N-PL	1
yemeni	yemeni	yemeni	N	11
yemeni	yemeninin	yemeni-nin	N-GEN	2
yemeni	yemenisi	yemeni-si	N-PSS3S	4
yemiş	yemişi	yemiş-i	N-PSS3S	1
yemiş	yemişin	yemiş-in	N-GEN	1
yemiş	yemişlerin	yemiş-ler-in	N-PL-GEN	1
yemiş	yemişler	yemiş-ler	N-PL	12
yemiş	yemişleri	yemiş-ler-i	N-PL-PSS3S	4
yemiş	yemiş	yemiş	N	37
yemiş	yemişlere	yemiş-ler-e	N-PL-DAT	1
yemiş	yemişlerde	yemiş-ler-de	N-PL-LOC	1
yengeç	yengeçler	yengeç-ler	N-PL	5
yengeç	yengeçleri	yengeç-ler-i	N-PL-PSS3S	1
yengeç	yengeç	yengeç	N	27
yer	yerinize	yer-iniz-e	N-PSS2P-DAT	25
yer	yerin	yer-in	N-GEN	519
yer	yerlerinin	yer-ler-i-nin	N-PL-PSS3S-GEN	179
yer	yerlerimizde	yer-ler-imiz-de	N-PL-PSS1P-LOC	7
yer	yerlerinize	yer-ler-iniz-e	N-PL-PSS2P-DAT	4
yer	yer	yer	N	14805
yer	yerim	yer-im	N-PSS1S	32
yer	yerlere	yer-ler-e	N-PL-DAT	722
yer	yerinin	yer-i-nin	N-PSS3S-GEN	250
yer	yerlerim	yer-ler-im	N-PL-PSS1S	1
yer	yere	yer-e	N-DAT	2399
yer	yerimiz	yer-imiz	N-PSS1P	53
yer	yerlerimize	yer-ler-imiz-e	N-PL-PSS1P-DAT	4
yer	yerler	yer-ler	N-PL	791
yer	yeri	yer-i	N-PSS3S	3048
yer	yerden	yer-den	N-ABL	878
yer	yerimize	yer-imiz-e	N-PSS1P-DAT	18
yer	yerinizin	yer-iniz-in	N-PSS2P-GEN	3
yer	yerleri	yer-ler-i	N-PL-ACC	907
yer	yerde	yer-de	N-LOC	2669
yer	yerlerimizden	yer-ler-imiz-den	N-PL-PSS1P-ABL	2
yer	yerimizi	yer-imiz-i	N-PSS1P-ACC	36
yer	yerinizden	yer-iniz-den	N-PSS2P-ABL	8
yer	yerlerimizi	yer-ler-imiz-i	N-PL-PSS1P-ACC	2
yer	yerlerin	yer-ler-in	N-PL-GEN	262
yer	yerlerinizi	yer-ler-iniz-i	N-PL-PSS2P-ACC	6
yer	yerlerde	yer-ler-de	N-PL-LOC	1411
yer	yerimizden	yer-imiz-den	N-PSS1P-ABL	5
yer	yerlerinizden	yer-ler-iniz-den	N-PL-PSS2P-ABL	1
yer	yerimizde	yer-imiz-de	N-PSS1P-LOC	16
yer	yerimizin	yer-imiz-in	N-PSS1P-GEN	3
yer	yerinizi	yer-iniz-i	N-PSS2P-ACC	39
yer	yerlerinizde	yer-ler-iniz-de	N-PL-PSS2P-LOC	2
yer	yerlerimiz	yer-ler-imiz	N-PL-PSS1P	3
yer	yerlerimizin	yer-ler-imiz-in	N-PL-PSS1P-GEN	5
yer	yeriniz	yer-iniz	N-PSS2P	30
yer	yerinizde	yer-iniz-de	N-PSS2P-LOC	24
yer	yerlerden	yer-ler-den	N-PL-ABL	217
